14, 456.77, 0, 5.02, 0
14, 456.77, 1, 4.57, 0
14, 456.77, 1, 4.57, 0
14, 456.77, 2, 3.65, 0
14, 456.77, 2, 4.57, 0
14, 456.77, 2, 4.57, 0
14, 456.77, 3, 4.57, 0
14, 456.77, 0, 5.02, 0
14, 456.77, 2, 8.22, 1
14, 456.77, 1, 5.48, 0
19, 585.75, 2, 5.86, 0
19, 585.75, 0, 18.75, 0
19, 585.75, 2, 10.54, 0
19, 585.75, 0, 5.86, 0
19, 585.75, 0, 11.71, 0
19, 585.75, 0, 5.86, 0
19, 585.75, 1, 16.4, 1
19, 585.75, 3, 7.03, 1
19, 585.75, 1, 7.03, 0
19, 585.75, 0, 11.71, 0
24, 751.15, 1, 10.52, 0
24, 751.15, 0, 15.02, 0
24, 751.15, 0, 12.77, 0
24, 751.15, 2, 13.52, 1
24, 751.15, 2, 13.52, 1
24, 751.15, 0, 9.76, 0
24, 751.15, 3, 9.01, 1
24, 751.15, 2, 6.01, 0
24, 751.15, 0, 24.04, 1
24, 751.15, 2, 7.51, 0
25, 789.46, 2, 7.89, 0
25, 789.46, 2, 6.32, 0
25, 789.46, 2, 6.32, 0
25, 789.46, 0, 15.79, 0
25, 789.46, 0, 7.89, 0
25, 789.46, 0, 10.26, 0
25, 789.46, 1, 9.47, 0
25, 789.46, 3, 7.89, 0
25, 789.46, 1, 7.89, 0
25, 789.46, 0, 10.26, 0
30, 1012, 1, 15.19, 0
30, 1012, 1, 28.35, 1
30, 1012, 0, 15.19, 0
30, 1012, 2, 8.1, 0
30, 1012, 0, 32.4, 1
30, 1012, 1, 12.15, 0
30, 1012, 3, 12.15, 1
30, 1012, 0, 10.12, 0
30, 1012, 1, 14.17, 0
30, 1012, 2, 8.10, 0
11, 393.45, 0, 4.33, 0
11, 393.45, 2, 3.93, 0
11, 393.45, 0, 3.93, 0
11, 393.45, 1, 5.51, 0
11, 393.45, 0, 12.59, 1
11, 393.45, 1, 3.93, 0
11, 393.45, 3, 3.93, 0
11, 393.45, 2, 3.15, 0
11, 393.45, 0, 5.11, 0
11, 393.45, 1, 11.02, 1
